Step,Value
0,-5485.42099609375
1,-1345.266162109375
2,-625.9438232421875
3,-351.73432006835935
4,-252.7516082763672
5,-190.9034881591797
6,-148.4320281982422
7,-122.29972534179687
8,-93.3344970703125
9,-81.64254760742188
10,-58.657781982421874
11,-51.604530334472656
12,-42.63268814086914
13,-46.83866653442383
14,-27.2450382232666
15,-25.61923828125
16,-24.585153579711914
17,-15.463525390625
18,-11.89263858795166
19,-14.972513198852539
20,-10.83619251251221
21,-7.246738147735596
22,-11.150441455841065
23,-4.599628162384033
24,-6.982204532623291
25,-3.5838173389434815
26,-4.244149160385132
27,-3.550525093078613
28,-2.441203737258911
29,-2.207025384902954
30,-3.4273780584335327
31,-2.936771607398987
32,-2.1260959833860396
33,-2.3695252656936647
34,-1.5593737244606019
35,-3.880509102344513
36,-1.7866072416305543
37,-0.5922432392835618
38,-2.145061993598938
39,-0.8817131042480468
40,0.39657377898693086
41,1.2549690008163452
42,-0.43970091119408605
43,1.309292095899582
44,0.049541532993316637
45,1.714971560239792
46,-0.3525451123714447
47,0.46105237007141114
48,-1.3868062317371368
49,-1.7508363723754883
50,0.3890576213598252
51,-0.18363676071166993
52,-0.5415570437908173
53,3.4583325415849684
54,-0.038099038600921634
55,-9.034421062469484
56,8.977709671854972
57,4.165266272425652
58,-1.4444690816104397
59,-66.31946167349815
60,-11.21595457792282
61,-52.45411212444306
62,-17.233654308319093
63,-23.07395883500576
64,2.593041181564331
65,-31.265926694869997
66,-44.672705888748155
67,-23.13153748512268
68,-35.93702144622803
69,-39.959259557723996
70,-39.960723501443866
71,-126.10663738250733
72,-94.58821811676026
73,-66.87225914001465
74,-78.04127807617188
75,-119.19951934814453
76,-69.04402313232421
77,-76.77932357788086
78,-82.58271179199218
79,-99.78954162597657
80,-84.32422026395798
81,-81.7721061706543
82,-85.04270744323729
83,-32.38455529212952
84,-71.05897052288056
85,-39.59307022094727
86,-87.17271847724915
87,-72.03327102661133
88,-71.39584426879883
89,-74.28544769287109
90,-55.93297939300537
91,-50.71333389282226
92,-17.964270639419556
93,-32.35062634944916
94,-51.40965881347656
95,-48.190565299987796
96,-55.64015350341797
97,-43.28420009613037
98,-50.759500885009764
99,-78.51924784183502
100,-29.774305057525634
101,-58.61297874450683
102,-54.17796859741211
103,-61.29669246673584
104,-48.76750221252441
105,-103.92938084602356
106,-74.1528247833252
107,-58.53247566223145
108,-60.136159896850586
109,-72.66460571289062
110,-83.15737962722778
111,-70.76736015081406
112,-34.616718196868895
