Wall time,Step,Value
1711633988.3459044,0,-11677.11328125
1711633990.892827,1,-9733.4453125
1711633993.4072962,2,-8328.1953125
1711633995.9183726,3,-5318.8359375
1711633998.4906259,4,-3378.671875
1711634001.037952,5,-2941.1484375
1711634003.5343735,6,-2097.609375
1711634006.0128875,7,-2214.546875
1711634008.5322206,8,-1645.96875
1711634011.1041305,9,-1327.5625
1711634014.461938,10,-1294.1484375
1711634016.9952912,11,-1112.3125
1711634019.5375128,12,-729.7421875
1711634022.063798,13,-863.5546875
1711634024.637091,14,-756.6796875
1711634027.205931,15,-677.4453125
1711634029.773435,16,-800.3984375
1711634032.2994688,17,-548.75
1711634034.8743865,18,-366.4609375
1711634037.4323046,19,-274.5390625
1711634040.7355988,20,-293.46875
1711634043.313302,21,-122.984375
1711634045.870936,22,-235.515625
1711634048.4216738,23,-199.8671875
1711634050.9470224,24,-99.796875
1711634053.481631,25,-65.9609375
1711634056.1182134,26,38.6328125
1711634058.6331189,27,117.03125
1711634061.1530783,28,-197.28125
1711634063.7621028,29,61.5859375
1711634066.9551346,30,-16.6484375
1711634069.4828992,31,-56.8828125
1711634072.0377944,32,-12.0625
1711634074.5821216,33,29.1484375
1711634077.1330347,34,-91.2734375
1711634079.6406934,35,-58.203125
1711634082.1680317,36,15.71875
1711634084.7505498,37,-83.53515625
1711634087.3304286,38,56.8671875
1711634089.9460034,39,-12.6015625
1711634093.2078507,40,83.484375
1711634095.7995389,41,-4.94140625
1711634098.4433064,42,41.3984375
1711634101.0859656,43,-13.80078125
1711634103.747752,44,234.7734375
1711634106.4198046,45,0.359375
1711634109.0610359,46,-33.58984375
1711634111.6579785,47,130.34375
1711634114.333618,48,66.19921875
1711634117.0611126,49,50.1953125
1711634120.4117846,50,3.115234375
1711634123.0128295,51,129.7353515625
1711634125.646621,52,39.830078125
1711634128.2474706,53,66.39453125
1711634130.826234,54,-44.169921875
1711634133.4384608,55,23.37109375
1711634136.0297709,56,29.638671875
1711634138.6257355,57,27.3193359375
1711634141.228705,58,52.45751953125
1711634143.7391877,59,-93.818359375
1711634146.8426926,60,-31.7275390625
1711634149.414037,61,-1.9346847534179688
1711634151.931016,62,-40.525390625
1711634154.6199934,63,36.9970703125
1711634157.1417625,64,-24.660888671875
1711634159.6868994,65,127.10546875
1711634162.2587926,66,9.635009765625
1711634164.8278651,67,2.52099609375
1711634167.4079638,68,3.2626953125
1711634169.9341488,69,-1.136474609375
1711634173.0814767,70,-1.9736328125
1711634175.6159275,71,-11.75439453125
1711634178.211197,72,-23.111328125
1711634180.8174124,73,2.3358154296875
1711634183.463672,74,2.5401611328125
1711634185.9905877,75,-0.636474609375
1711634188.538342,76,6.76953125
1711634191.11145,77,11.359375
1711634193.8076792,78,-3.08673095703125
1711634196.426138,79,8.6129150390625
1711634199.6259737,80,-15.21044921875
1711634202.2715337,81,-9.1824951171875
1711634204.940157,82,-5.3670654296875
1711634207.5383086,83,-2.152008056640625
1711634210.210822,84,5.7972412109375
1711634212.8221931,85,-19.403564453125
1711634215.454583,86,5.73272705078125
1711634218.0215924,87,-1.990570068359375
1711634220.57475,88,-0.2360687255859375
1711634223.0978458,89,-6.584609031677246
1711634226.251275,90,-43.65576171875
1711634228.7643695,91,659.3509521484375
1711634231.3126326,92,-192.92108154296875
1711634233.8615487,93,115.84521484375
1711634236.3936832,94,2998.1806640625
1711634238.9463723,95,180.50634765625
1711634241.529987,96,-54.674293518066406
1711634244.122209,97,-245.6861572265625
1711634246.7243402,98,-450.27667236328125
1711634249.3375306,99,-206.55804443359375
1711634252.5395184,100,-12.4954833984375
1711634255.0862293,101,35.099273681640625
1711634257.6361103,102,10.101730346679688
1711634260.2274945,103,9.287639617919922
1711634262.7465246,104,2.760064125061035
1711634265.2674649,105,0.5201821327209473
1711634267.7983167,106,-0.37790393829345703
1711634270.3483546,107,-22.185409545898438
1711634272.9287214,108,-240.1142578125
1711634275.5319688,109,22.6187744140625
1711634278.6610744,110,13.684051513671875
1711634281.1820333,111,-106.84390258789062
1711634283.7728913,112,-141.5889892578125
1711634286.3327954,113,-292.8477783203125
1711634288.8983908,114,-611.05859375
1711634291.442263,115,899.371826171875
1711634293.9987264,116,-390.52984619140625
1711634296.6059666,117,-201.41162109375
1711634299.1392817,118,-381.0150146484375
1711634301.6544392,119,38.8472900390625
1711634304.817489,120,219.2060546875
1711634307.437877,121,26.22857666015625
1711634309.9795232,122,41.9482421875
1711634312.5243323,123,0.19622802734375
1711634315.0997682,124,-1.9564476013183594
1711634317.6323864,125,-4.397785186767578
1711634320.207897,126,-6.965963363647461
1711634322.7621312,127,-10.057127952575684
1711634325.2923188,128,-22.83338165283203
1711634327.8043528,129,-61.00148391723633
1711634330.9963748,130,-1436.794921875
1711634333.5693204,131,464.8125
1711634336.1996567,132,141.396484375
1711634338.7654095,133,69.25634765625
1711634341.3915367,134,-97.11572265625
1711634344.0031455,135,-64.5830078125
1711634346.6303494,136,-95.10791015625
1711634349.2301795,137,-80.81591796875
1711634351.8891556,138,-723.67041015625
1711634354.4663372,139,-567.7734375
1711634357.6698456,140,88.291015625
1711634360.301468,141,-108.0966796875
1711634362.8685782,142,-525.66015625
1711634365.4949217,143,-161.44921875
1711634368.0518923,144,-61.2783203125
1711634370.6421185,145,-112.2421875
1711634373.2387123,146,-130.88671875
1711634375.7953696,147,259.8564453125
1711634378.3456638,148,34.9453125
1711634380.9134777,149,-236.81982421875
1711634384.1168215,150,-118.5233154296875
1711634386.651615,151,-103.332275390625
1711634389.2351024,152,-1.3367080688476562
1711634391.791671,153,-1.4293537139892578
1711634394.4495337,154,-1.7085533142089844
1711634396.9944677,155,-2.552295684814453
1711634399.5273514,156,-2.6422901153564453
1711634402.156412,157,-2.790048599243164
1711634404.6765058,158,-2.5503997802734375
1711634407.2308724,159,-3.0991744995117188
1711634410.3763566,160,-4.770565032958984
1711634412.8703437,161,-6.40228271484375
1711634415.379833,162,-11.219696044921875
1711634417.9017837,163,-18.116920471191406
1711634420.4456294,164,-23.88983154296875
1711634422.9828222,165,-24.933700561523438
1711634425.497467,166,-23.500137329101562
1711634428.0194821,167,-24.237335205078125
1711634430.562821,168,-13.922958374023438
1711634433.1789715,169,-12.005477905273438
1711634436.333149,170,2.2873077392578125
1711634438.8874702,171,6.7171478271484375
1711634441.4580927,172,2.516754150390625
1711634443.9873886,173,2.8492088317871094
1711634446.571753,174,-0.0467071533203125
1711634449.1095052,175,-2.3882522583007812
1711634451.6517673,176,-7.785919189453125
1711634454.2641213,177,-14.419097900390625
1711634456.894287,178,-8.161876678466797
1711634459.5404022,179,-15.038619995117188
1711634462.870317,180,-5.082790374755859
1711634465.4889588,181,-9.444461822509766
1711634468.1906137,182,-7.762714385986328
1711634470.7527096,183,-9.059394836425781
1711634473.401076,184,-11.735076904296875
1711634476.0212162,185,-202.862060546875
1711634478.6012108,186,-166.71121215820312
1711634481.176045,187,-180.394287109375
1711634483.8255944,188,-365.5533447265625
1711634486.4693453,189,-251.94403076171875
1711634489.7153149,190,-125.0496826171875
1711634492.2696407,191,-103.60888671875
1711634494.8583567,192,-115.6611328125
1711634497.463329,193,-184.005126953125
1711634500.0870323,194,-48.07666015625
1711634502.661191,195,6.094482421875
1711634505.2407818,196,-52.401611328125
1711634507.8204372,197,-88.75146484375
1711634510.4780662,198,-24.331787109375
1711634513.0449252,199,374.21240234375
1711634516.2593918,200,51.329833984375
1711634518.8086014,201,56.635498046875
1711634521.3624916,202,-39.487060546875
1711634523.894906,203,-25.476806640625
1711634526.5011249,204,-163.27493286132812
1711634529.0007126,205,8.212890625
1711634531.546171,206,-217.09521484375
1711634534.0764894,207,-71.76708984375
1711634536.629166,208,-128.9208984375
1711634539.1766956,209,-105.694580078125
1711634542.3249652,210,-272.6640625
1711634544.8836594,211,-108.6180419921875
1711634547.4314187,212,-368.44427490234375
1711634550.0404963,213,-57.739013671875
1711634552.6208282,214,48.654541015625
1711634555.2236884,215,-153.1064453125
1711634557.7426386,216,-312.41259765625
1711634560.3547654,217,-315.6025390625
1711634562.9804275,218,-388.04541015625
1711634565.6361551,219,-542.9859619140625
1711634568.7783182,220,-145.43994140625
1711634571.3906746,221,-176.11083984375
1711634574.0251083,222,-186.4847412109375
1711634576.601362,223,-1.1504287719726562
1711634579.2414086,224,-1.349325180053711
1711634581.7649748,225,-1.0993003845214844
1711634584.3500807,226,-1.8388786315917969
1711634586.8594244,227,-0.9883689880371094
1711634589.3601122,228,-0.8754138946533203
1711634591.921084,229,-1.0125770568847656
1711634595.0618107,230,-1.592987060546875
1711634597.5928621,231,-1.2028427124023438
1711634600.1373343,232,-1.9865665435791016
1711634602.6469493,233,-2.1567955017089844
1711634605.2112067,234,-2.436349868774414
1711634607.8275077,235,-3.267953872680664
1711634610.3730853,236,-3.495311737060547
1711634612.9347024,237,-5.3319854736328125
1711634615.5317733,238,-6.198749542236328
1711634618.1872358,239,-7.064064025878906
1711634621.3537858,240,-7.122474670410156
1711634623.9832628,241,-9.462936401367188
1711634626.6670825,242,-6.621147155761719
1711634629.2293925,243,-6.113239288330078
1711634631.8039832,244,-4.864738464355469
1711634634.3984642,245,-3.5369606018066406
1711634636.9062061,246,-29.299072265625
1711634639.4033594,247,-409.86865234375
1711634641.9444504,248,-377.37841796875
1711634644.4935923,249,-239.970458984375
1711634647.6432035,250,-290.0302734375
1711634650.1670668,251,-226.04833984375
1711634652.7037108,252,-226.630615234375
1711634655.2558916,253,-197.45849609375
1711634657.8464608,254,-358.26220703125
1711634660.4335237,255,-308.75
1711634662.9690928,256,-288.7403564453125
1711634665.575599,257,-295.36181640625
1711634668.128796,258,-315.6064453125
1711634670.7156587,259,-382.543212890625
1711634673.842113,260,-380.47607421875
1711634676.3965192,261,-418.837158203125
1711634678.938991,262,-363.39892578125
1711634681.4855368,263,-301.750244140625
1711634684.0192103,264,-351.0673828125
1711634686.592465,265,-424.622802734375
1711634689.1180682,266,-339.5606689453125
1711634691.6620126,267,-357.8507080078125
1711634694.2667143,268,-111.75
1711634696.8216677,269,-297.844970703125
1711634699.929932,270,-307.510498046875
1711634702.478108,271,-324.3427734375
1711634705.0401728,272,-423.431884765625
1711634707.6138234,273,-373.089599609375
1711634710.265094,274,-361.53369140625
1711634712.857882,275,-439.5341796875
1711634715.531234,276,-305.3974609375
1711634718.1879573,277,-419.083740234375
1711634720.8965056,278,-366.03125
1711634723.5198507,279,-372.942626953125
1711634726.6983447,280,-234.831787109375
1711634729.2107902,281,-214.3349609375
1711634731.8557887,282,-234.57080078125
1711634734.4411044,283,-133.2957763671875
1711634736.9816575,284,-201.328369140625
1711634739.5146568,285,-258.2685546875
1711634742.0546658,286,-303.10205078125
1711634744.5966854,287,-297.3870849609375
1711634747.1536303,288,-277.616943359375
1711634749.7247696,289,-346.181884765625
1711634752.8892524,290,-217.563232421875
1711634755.51502,291,-211.89990234375
1711634758.0760295,292,-254.632568359375
1711634760.6253176,293,-237.8026123046875
1711634763.1716027,294,-1.007577896118164
1711634765.6794846,295,-1.2218284606933594
1711634768.195382,296,-1.463907241821289
1711634770.7089074,297,-1.9716711044311523
1711634773.2638965,298,-2.0374526977539062
1711634775.8129911,299,-1.3134050369262695
1711634778.913925,300,-1.3326807022094727
1711634781.4377456,301,-2.136439323425293
1711634784.0377986,302,-1.7721424102783203
1711634786.5672386,303,-2.3725385665893555
1711634789.1056633,304,-2.539133071899414
1711634791.615346,305,-2.4524593353271484
1711634794.1831982,306,-2.505289077758789
1711634796.7387094,307,-3.172626495361328
1711634799.3565826,308,-3.598385810852051
1711634801.979762,309,-3.99381160736084
1711634805.153259,310,539.971435546875
1711634807.848483,311,-318.24072265625
1711634810.4851964,312,-148.781494140625
1711634813.2056184,313,-127.72119140625
1711634815.847801,314,-221.1851806640625
1711634818.4448848,315,-192.151123046875
1711634821.019871,316,-167.4814453125
1711634823.6424468,317,-162.74169921875
1711634826.168539,318,-155.98583984375
1711634828.7689726,319,-234.408935546875
1711634831.8380406,320,-202.560302734375
1711634834.3707616,321,-190.48681640625
1711634836.9457145,322,-217.977783203125
1711634839.4938278,323,-193.9571533203125
1711634842.0447176,324,-199.957763671875
1711634844.657875,325,-212.1083984375
1711634847.1997445,326,-180.3895263671875
1711634849.7621937,327,-225.051513671875
1711634852.3174975,328,-170.78662109375
1711634854.8913503,329,-240.7828369140625
1711634858.016826,330,-168.386474609375
1711634860.5774944,331,-168.9437255859375
1711634863.155885,332,-212.722900390625
1711634865.7753844,333,-199.814453125
1711634868.33466,334,-149.048583984375
1711634870.8775187,335,-241.66656494140625
1711634873.403681,336,-209.7998046875
1711634875.9899957,337,-166.67950439453125
1711634878.5652657,338,-169.5877685546875
1711634881.1326015,339,-234.4093017578125
1711634884.2037325,340,-246.1025390625
1711634886.7228093,341,-158.226806640625
1711634889.2915356,342,-181.3704833984375
1711634891.8748047,343,-126.9581298828125
1711634894.4323018,344,-242.9283447265625
1711634896.9458141,345,-209.865966796875
1711634899.4787297,346,-188.204345703125
1711634901.9961803,347,-157.2552490234375
1711634904.5676901,348,-144.8255615234375
1711634907.0796642,349,-131.5595703125
1711634910.1449249,350,-178.0362548828125
1711634912.6658285,351,-168.947509765625
1711634915.2063317,352,-172.2431640625
1711634917.7974796,353,-127.52734375
1711634920.3446784,354,-167.10845947265625
1711634922.8754501,355,-118.404052734375
1711634925.433941,356,-169.18359375
1711634928.0576825,357,-163.34814453125
1711634930.6716342,358,-149.269287109375
1711634933.3077254,359,-117.4774169921875
1711634936.488744,360,-164.37841796875
1711634939.0322886,361,-145.0452880859375
1711634941.5599024,362,-148.0711669921875
1711634944.137993,363,-136.4232177734375
1711634946.6691022,364,-167.961669921875
1711634949.1745505,365,-144.48956298828125
1711634951.7718272,366,-143.0994873046875
1711634954.3748999,367,-183.5279541015625
1711634957.0362985,368,-197.8067626953125
1711634959.6211002,369,-147.1953125
1711634962.7654197,370,-113.2462158203125
1711634965.4326437,371,-173.9093017578125
1711634968.0138483,372,-99.1153564453125
1711634970.6921122,373,-138.49462890625
1711634973.3054082,374,-130.3067626953125
1711634975.9197977,375,-84.657470703125
1711634978.5294554,376,-112.617919921875
1711634981.0964887,377,-156.439697265625
1711634983.656489,378,-95.7294921875
1711634986.2312365,379,-143.90869140625
1711634989.3919084,380,-139.29736328125
1711634991.984554,381,-98.306884765625
1711634994.573242,382,-131.0899658203125
1711634997.138515,383,-91.44589233398438
1711634999.6819515,384,-137.13330078125
1711635002.217839,385,-89.7747802734375
1711635004.726297,386,-146.74261474609375
1711635007.2685013,387,-115.64410400390625
1711635009.831104,388,-151.8682861328125
1711635012.3674948,389,-99.36328125
1711635015.5058684,390,-103.244140625
1711635018.0673933,391,-159.22540283203125
1711635020.6116562,392,-126.859130859375
1711635023.1756058,393,-140.411376953125
1711635025.714929,394,-136.5135498046875
1711635028.2260647,395,-57.12030029296875
1711635030.7727742,396,-123.2008056640625
1711635033.3029366,397,-138.1627197265625
1711635035.8292258,398,-113.393310546875
1711635038.3629518,399,-139.06396484375
1711635041.463324,400,-105.09326171875
1711635043.9889677,401,-92.0186767578125
1711635046.6088781,402,-111.137451171875
1711635049.2886467,403,-116.6494140625
1711635051.9272223,404,-99.3118896484375
1711635054.54725,405,-112.7777099609375
1711635057.1999166,406,-85.770263671875
1711635059.8183126,407,-106.5701904296875
1711635062.4928265,408,-114.765869140625
1711635065.1286862,409,-92.4332275390625
1711635068.2627347,410,-57.6275634765625
1711635070.801521,411,-85.2847900390625
1711635073.3641777,412,-112.1387939453125
